dest room|bill room|date|time|#orders|menu id
S142|S142|2016-04-15|12:31:00|4|4
S142|S142|2016-04-16|06:04:00|5|9
S142|S142|2016-04-14|10:25:00|1|15
restaurant|L65|2016-06-02|15:21:00|3|9
S74|S74|2016-04-10|21:16:00|1|0
restaurant|S75|2016-04-10|19:44:00|5|15
restaurant|S77|2016-04-09|22:22:00|1|14
S78|S78|2016-04-07|00:02:00|3|0
restaurant|L67|2016-06-18|23:56:00|2|1
restaurant|L67|2016-06-18|17:56:00|5|4
L67|L67|2016-06-18|12:57:00|3|3
restaurant|L68|2016-06-14|19:42:00|2|9
restaurant|L68|2016-06-17|07:36:00|4|6
restaurant|S133|2016-05-18|03:02:00|4|2
S134|S134|2016-05-15|07:46:00|2|7
S136|S136|2016-05-17|09:42:00|1|0
S138|S138|2016-05-15|07:11:00|3|2
restaurant|L64|2016-06-24|05:46:00|2|6
restaurant|L66|2016-05-31|04:39:00|1|14
L66|L66|2016-05-30|16:43:00|4|6
L36|L36|2016-06-06|03:59:00|2|4
restaurant|L36|2016-06-04|03:17:00|1|9
L36|L36|2016-06-02|17:23:00|5|6
restaurant|L36|2016-06-05|12:29:00|3|6
S114|S114|2016-06-04|07:39:00|4|3
restaurant|S122|2016-06-05|11:25:00|4|8
restaurant|S123|2016-06-06|08:06:00|1|10
S132|S132|2016-06-04|20:16:00|1|6
restaurant|L66|2016-06-25|01:32:00|1|10
restaurant|S141|2016-05-17|19:50:00|5|3
restaurant|L34|2016-06-30|12:49:00|5|14
N8|N8|2016-06-29|17:07:00|3|9
restaurant|N9|2016-07-01|03:27:00|1|14
restaurant|S143|2016-04-20|16:32:00|2|6
restaurant|S143|2016-04-21|07:07:00|1|5
restaurant|S143|2016-04-11|11:44:00|4|9
S144|S144|2016-04-14|13:47:00|5|4
restaurant|S144|2016-04-15|08:20:00|2|14
restaurant|S144|2016-04-12|02:19:00|2|15
restaurant|S145|2016-04-12|08:58:00|2|3
restaurant|S145|2016-04-16|19:19:00|5|2
S145|S145|2016-04-21|21:54:00|2|13
restaurant|S146|2016-04-21|05:26:00|1|13
restaurant|S147|2016-04-15|09:59:00|1|4
L55|L55|2016-05-29|10:43:00|3|3
restaurant|L57|2016-04-30|04:47:00|1|15
L57|L57|2016-04-28|09:52:00|1|12
L57|L57|2016-04-27|18:22:00|5|0
L58|L58|2016-04-29|18:23:00|3|9
restaurant|L58|2016-04-28|09:00:00|4|12
restaurant|L67|2016-06-24|05:05:00|5|4
L67|L67|2016-06-24|10:28:00|1|14
restaurant|L50|2016-04-06|10:19:00|3|5
restaurant|L56|2016-05-27|14:33:00|1|8
restaurant|L66|2016-04-25|05:55:00|4|6
restaurant|L66|2016-04-26|08:06:00|3|11
restaurant|L46|2016-06-14|12:20:00|4|14
restaurant|L73|2016-06-14|07:08:00|4|11
S27|S27|2016-04-28|03:17:00|5|2
restaurant|L68|2016-06-27|17:09:00|1|10
restaurant|L68|2016-06-27|00:27:00|2|12
restaurant|S129|2016-06-20|12:49:00|4|7
restaurant|L51|2016-04-05|03:41:00|4|0
L52|L52|2016-04-05|11:50:00|2|6
restaurant|S131|2016-05-31|04:36:00|2|3
S132|S132|2016-05-31|05:21:00|5|12
restaurant|L67|2016-05-07|19:38:00|5|5
L67|L67|2016-05-09|09:29:00|2|0
restaurant|L67|2016-05-06|14:49:00|2|11
restaurant|L59|2016-04-27|00:43:00|3|13
L60|L60|2016-05-02|09:47:00|5|3
restaurant|L60|2016-04-27|16:28:00|4|14
S124|S124|2016-05-01|00:08:00|3|7
restaurant|S126|2016-04-26|16:11:00|1|4
S126|S126|2016-05-01|21:20:00|5|1
L59|L59|2016-05-17|23:25:00|4|2
restaurant|L38|2016-05-06|05:39:00|2|1
L38|L38|2016-05-04|23:13:00|5|8
restaurant|L69|2016-06-20|16:11:00|2|12
restaurant|L69|2016-07-08|03:38:00|4|4
restaurant|L69|2016-07-05|08:30:00|4|0
restaurant|L69|2016-06-27|06:09:00|3|14
restaurant|L69|2016-07-04|02:21:00|4|7
L69|L69|2016-07-03|13:55:00|4|2
restaurant|L69|2016-06-21|16:33:00|4|9
L69|L69|2016-06-17|13:00:00|3|7
S129|S129|2016-05-23|02:29:00|2|8
L60|L60|2016-04-12|20:38:00|5|15
restaurant|L64|2016-04-08|07:33:00|1|14
restaurant|L64|2016-04-09|02:16:00|4|11
restaurant|L61|2016-04-22|10:48:00|4|6
L61|L61|2016-04-24|00:38:00|5|12
restaurant|L61|2016-04-27|14:53:00|1|8
restaurant|L61|2016-04-21|13:22:00|3|4
restaurant|L61|2016-04-30|12:55:00|5|8
L61|L61|2016-04-23|12:17:00|5|4
restaurant|L61|2016-04-24|17:54:00|5|14
restaurant|L61|2016-04-25|14:37:00|2|14
restaurant|S133|2016-05-28|04:49:00|5|6
S134|S134|2016-06-01|03:35:00|3|10
S135|S135|2016-05-31|16:04:00|3|13
S151|S151|2016-05-09|11:50:00|1|10
restaurant|S153|2016-05-08|20:50:00|4|1
restaurant|S155|2016-04-16|16:22:00|2|7
restaurant|S155|2016-04-18|12:58:00|2|4
restaurant|S156|2016-04-15|19:39:00|3|11
restaurant|S156|2016-04-17|21:14:00|3|15
restaurant|S157|2016-04-15|18:25:00|2|12
restaurant|L35|2016-06-28|20:10:00|1|15
L36|L36|2016-06-27|10:44:00|4|15
restaurant|S135|2016-06-10|17:38:00|4|11
S135|S135|2016-06-11|19:46:00|2|8
S135|S135|2016-06-15|11:24:00|4|2
restaurant|S136|2016-06-16|15:05:00|4|9
S136|S136|2016-06-12|10:40:00|4|2
restaurant|S137|2016-06-14|09:35:00|5|13
restaurant|S137|2016-06-12|07:32:00|4|9
S137|S137|2016-06-13|06:17:00|1|12
restaurant|S100|2016-05-11|04:08:00|2|4
restaurant|S101|2016-05-11|00:32:00|3|5
restaurant|S109|2016-05-09|00:44:00|1|0
L68|L68|2016-05-08|08:23:00|5|11
L68|L68|2016-05-08|03:37:00|4|6
L68|L68|2016-05-05|10:57:00|5|2
restaurant|L68|2016-05-08|11:14:00|1|4
restaurant|L67|2016-06-01|13:06:00|4|11
restaurant|L67|2016-05-31|18:29:00|3|7
restaurant|L42|2016-06-20|14:32:00|3|5
L54|L54|2016-04-05|00:51:00|1|2
L54|L54|2016-04-07|08:14:00|4|8
restaurant|S128|2016-04-28|02:05:00|1|0
restaurant|L72|2016-06-16|06:35:00|2|3
restaurant|L72|2016-06-15|07:08:00|2|8
restaurant|X46|2016-06-15|02:07:00|5|9
S154|S154|2016-05-04|20:52:00|1|9
restaurant|S155|2016-05-05|14:37:00|1|8
restaurant|S155|2016-05-05|14:38:00|4|13
restaurant|S156|2016-05-04|09:20:00|3|4
restaurant|L71|2016-06-25|14:32:00|5|4
restaurant|L71|2016-06-24|16:20:00|2|2
X61|X61|2016-04-30|03:40:00|3|13
S145|S145|2016-05-17|08:44:00|5|7
restaurant|S150|2016-04-15|01:57:00|2|14
restaurant|S150|2016-04-15|20:09:00|3|3
restaurant|S152|2016-04-16|00:18:00|1|15
S131|S131|2016-05-06|10:02:00|1|1
restaurant|S132|2016-05-03|16:03:00|3|7
S132|S132|2016-05-03|22:24:00|4|0
restaurant|L37|2016-06-06|20:43:00|1|11
restaurant|L62|2016-04-29|15:48:00|1|14
L62|L62|2016-04-30|11:27:00|3|6
restaurant|L63|2016-05-03|13:47:00|4|2
S143|S143|2016-06-17|22:48:00|4|13
S144|S144|2016-06-21|13:51:00|3|15
S144|S144|2016-06-20|19:30:00|1|3
S144|S144|2016-06-18|00:44:00|2|0
L32|L32|2016-05-10|20:09:00|3|2
restaurant|L35|2016-05-08|03:27:00|3|15
restaurant|S148|2016-06-05|05:47:00|2|13
restaurant|S148|2016-06-12|17:23:00|3|15
S150|S150|2016-06-05|15:58:00|5|14
S150|S150|2016-06-10|05:09:00|1|9
restaurant|S134|2016-04-28|07:28:00|2|5
restaurant|S135|2016-04-27|20:32:00|1|9
restaurant|S136|2016-04-26|02:31:00|4|12
restaurant|S137|2016-04-27|05:26:00|5|8
restaurant|S158|2016-05-23|16:51:00|3|13
S159|S159|2016-05-28|19:21:00|5|15
restaurant|S159|2016-05-28|20:45:00|4|4
N10|N10|2016-06-29|00:47:00|3|9
N11|N11|2016-06-30|03:43:00|3|6
restaurant|N13|2016-07-07|06:52:00|5|15
L49|L49|2016-04-05|07:05:00|5|7
restaurant|S161|2016-05-27|07:48:00|5|12
restaurant|L57|2016-06-29|09:32:00|4|15
restaurant|L36|2016-04-19|18:45:00|3|13
restaurant|L36|2016-04-19|16:06:00|3|15
L36|L36|2016-04-21|19:58:00|4|9
D47|D47|2016-06-08|12:46:00|4|9
restaurant|D48|2016-06-03|05:00:00|3|12
restaurant|L57|2016-06-23|16:23:00|1|4
restaurant|N159|2016-04-20|10:04:00|3|15
restaurant|N160|2016-04-18|10:55:00|5|11
restaurant|L33|2016-06-08|14:41:00|1|9
restaurant|L33|2016-06-06|16:25:00|1|15
restaurant|L37|2016-04-22|11:15:00|4|6
restaurant|L39|2016-04-21|14:43:00|2|7
L39|L39|2016-04-25|21:26:00|2|0
S141|S141|2016-04-30|10:45:00|2|5
S143|S143|2016-04-29|14:41:00|2|2
L68|L68|2016-06-01|14:24:00|1|2
S115|S115|2016-05-19|11:54:00|4|3
S115|S115|2016-05-22|01:15:00|4|6
restaurant|S116|2016-05-18|16:41:00|5|6
S116|S116|2016-05-25|06:27:00|4|11
restaurant|S117|2016-05-24|06:43:00|2|14
S118|S118|2016-05-20|17:00:00|1|5
D50|D50|2016-06-28|15:05:00|4|2
restaurant|S145|2016-06-16|17:08:00|5|11
restaurant|S146|2016-06-18|22:32:00|5|13
restaurant|S146|2016-06-17|11:28:00|3|11
S148|S148|2016-06-17|04:07:00|3|15
restaurant|S113|2016-06-17|07:50:00|2|1
L70|L70|2016-05-07|03:12:00|5|1
restaurant|S143|2016-06-05|12:31:00|4|7
S144|S144|2016-06-06|16:30:00|4|0
S156|S156|2016-06-03|17:50:00|5|5
S156|S156|2016-06-02|03:24:00|5|1
S160|S160|2016-06-03|21:27:00|1|14
restaurant|L69|2016-06-02|07:45:00|3|11
L69|L69|2016-06-05|07:07:00|2|2
restaurant|S93|2016-06-28|15:00:00|1|5
restaurant|S99|2016-04-05|12:53:00|3|6
S100|S100|2016-04-01|13:34:00|2|15
restaurant|S151|2016-05-13|11:12:00|2|0
restaurant|S153|2016-05-14|01:54:00|1|0
S153|S153|2016-05-13|04:39:00|5|1
restaurant|S156|2016-05-16|20:30:00|2|11
restaurant|S156|2016-05-14|17:09:00|5|4
S157|S157|2016-05-16|06:09:00|4|11
restaurant|S157|2016-05-19|05:58:00|4|15
S123|S123|2016-05-10|22:02:00|2|3
S129|S129|2016-05-09|19:35:00|4|1
restaurant|S130|2016-05-10|05:33:00|5|0
S122|S122|2016-04-10|05:27:00|4|7
restaurant|S123|2016-04-09|13:12:00|1|1
restaurant|L71|2016-05-30|04:12:00|4|11
restaurant|S149|2016-06-18|08:01:00|4|8
S150|S150|2016-06-18|05:01:00|1|11
restaurant|S151|2016-06-17|07:16:00|2|6
restaurant|S152|2016-06-18|09:10:00|4|15
restaurant|L59|2016-04-09|13:10:00|1|11
L59|L59|2016-04-07|02:31:00|3|2
restaurant|L38|2016-06-06|22:55:00|2|7
L52|L52|2016-06-29|01:56:00|5|15
L42|L42|2016-06-07|05:49:00|5|3
restaurant|L73|2016-06-25|11:45:00|5|11
L73|L73|2016-06-20|11:07:00|4|9
L74|L74|2016-06-21|18:50:00|1|12
L74|L74|2016-06-23|11:37:00|3|12
L74|L74|2016-06-26|16:58:00|5|0
restaurant|S159|2016-04-17|11:57:00|5|14
restaurant|S160|2016-04-17|01:04:00|3|15
restaurant|L61|2016-05-23|13:31:00|2|15
restaurant|L61|2016-05-23|21:42:00|4|9
restaurant|S101|2016-04-02|10:41:00|2|15
S102|S102|2016-04-04|15:12:00|1|10
restaurant|S103|2016-04-04|18:12:00|5|6
L75|L75|2016-06-20|11:23:00|1|0
S96|S96|2016-07-03|13:53:00|4|6
S97|S97|2016-06-29|03:00:00|1|4
restaurant|S100|2016-06-29|11:44:00|1|14
restaurant|S137|2016-06-02|22:36:00|2|12
restaurant|S138|2016-06-02|19:25:00|1|1
S139|S139|2016-06-02|11:58:00|5|4
S101|S101|2016-06-28|23:20:00|4|3
S102|S102|2016-07-03|04:01:00|2|3
restaurant|S103|2016-07-04|01:47:00|2|7
restaurant|S103|2016-07-03|20:05:00|3|0
L45|L45|2016-06-23|07:05:00|4|2
restaurant|S144|2016-06-30|22:47:00|4|10
S146|S146|2016-07-02|00:12:00|5|9
restaurant|L60|2016-05-27|21:01:00|5|14
L60|L60|2016-05-23|05:28:00|1|8
L60|L60|2016-05-29|00:21:00|5|3
restaurant|L60|2016-05-24|06:39:00|5|12
restaurant|S158|2016-05-12|18:17:00|3|11
S158|S158|2016-05-12|07:50:00|1|7
restaurant|S159|2016-05-13|16:51:00|3|11
restaurant|S159|2016-05-15|18:40:00|4|6
L76|L76|2016-06-14|06:12:00|5|13
L76|L76|2016-06-12|11:53:00|3|9
L42|L42|2016-04-23|12:24:00|3|11
restaurant|L42|2016-04-26|19:31:00|2|7
restaurant|L42|2016-04-26|23:58:00|1|9
restaurant|S87|2016-04-28|18:41:00|1|5
restaurant|S159|2016-06-18|10:49:00|1|6
L30|L30|2016-04-17|12:17:00|1|7
restaurant|L21|2016-04-05|07:17:00|2|15
restaurant|L61|2016-04-12|03:06:00|2|8
restaurant|L61|2016-04-11|07:05:00|2|7
L33|L33|2016-05-27|20:54:00|4|7
restaurant|L33|2016-05-27|08:24:00|5|7
restaurant|L36|2016-05-26|23:43:00|2|8
restaurant|S60|2016-06-20|01:19:00|5|13
S61|S61|2016-06-19|21:49:00|5|7
L71|L71|2016-05-10|17:03:00|2|14
L71|L71|2016-05-14|22:21:00|1|1
restaurant|L71|2016-05-10|20:11:00|1|13
restaurant|L72|2016-05-13|22:16:00|4|12
restaurant|L72|2016-05-12|11:23:00|3|15
restaurant|L72|2016-05-14|06:59:00|3|5
L72|L72|2016-05-07|23:13:00|4|3
L72|L72|2016-05-08|13:13:00|2|0
L40|L40|2016-04-22|01:24:00|5|1
L40|L40|2016-04-21|17:40:00|1|3
restaurant|S160|2016-05-06|18:48:00|4|10
restaurant|L41|2016-04-22|04:22:00|4|11
L41|L41|2016-04-17|14:09:00|5|7
restaurant|L41|2016-04-18|23:47:00|5|0
S153|S153|2016-06-09|17:58:00|3|7
restaurant|S153|2016-06-14|05:45:00|4|1
restaurant|S155|2016-06-12|18:01:00|1|2
S156|S156|2016-06-10|21:08:00|1|7
restaurant|L73|2016-05-08|13:48:00|3|12
restaurant|L73|2016-05-08|04:00:00|4|11
S121|S121|2016-05-18|15:08:00|2|7
S121|S121|2016-05-20|22:06:00|3|11
restaurant|S122|2016-05-22|20:09:00|2|11
S123|S123|2016-05-20|15:00:00|4|13
S123|S123|2016-05-20|02:00:00|5|12
restaurant|S125|2016-05-23|19:35:00|1|4
S125|S125|2016-05-23|04:51:00|2|15
restaurant|L50|2016-04-02|03:34:00|5|14
restaurant|L50|2016-04-04|02:02:00|3|1
restaurant|L51|2016-04-04|01:54:00|4|2
restaurant|L60|2016-06-29|21:36:00|3|3
restaurant|L60|2016-06-27|22:56:00|1|12
N139|N139|2016-04-09|14:21:00|4|4
N140|N140|2016-04-14|04:09:00|3|5
S145|S145|2016-04-30|07:38:00|1|13
restaurant|S146|2016-04-29|05:38:00|4|0
restaurant|S147|2016-05-01|13:49:00|4|0
restaurant|S147|2016-05-01|05:05:00|1|7
restaurant|S149|2016-05-02|18:58:00|4|10
L42|L42|2016-04-18|13:30:00|3|3
restaurant|L42|2016-04-16|20:57:00|3|8
L42|L42|2016-04-20|14:04:00|4|8
restaurant|L43|2016-04-22|16:36:00|5|11
S154|S154|2016-04-12|05:09:00|3|3
S156|S156|2016-04-10|08:35:00|5|15
restaurant|S158|2016-04-10|14:01:00|1|11
S158|S158|2016-04-10|23:58:00|1|2
restaurant|S159|2016-04-08|18:16:00|5|8
restaurant|S159|2016-04-13|22:14:00|4|11
restaurant|L64|2016-05-14|11:14:00|2|4
restaurant|L64|2016-05-10|19:08:00|5|11
L64|L64|2016-05-17|12:52:00|3|6
restaurant|L64|2016-05-10|09:12:00|1|14
S162|S162|2016-04-11|02:18:00|5|8
restaurant|S164|2016-04-11|11:00:00|1|8
restaurant|L61|2016-06-29|12:07:00|2|4
restaurant|L2|2016-06-02|22:06:00|4|12
restaurant|L57|2016-04-18|06:06:00|3|7
L46|L46|2016-06-24|20:18:00|2|0
L55|L55|2016-06-24|07:16:00|5|11
L55|L55|2016-06-22|11:09:00|1|3
restaurant|L61|2016-05-25|22:04:00|1|13
restaurant|L61|2016-05-29|16:26:00|4|7
L61|L61|2016-05-26|14:22:00|3|8
restaurant|L44|2016-04-22|02:01:00|5|1
restaurant|L44|2016-04-22|03:07:00|3|9
L44|L44|2016-04-20|15:11:00|5|11
restaurant|L45|2016-04-22|10:00:00|5|0
restaurant|N155|2016-06-22|21:44:00|3|11
N156|N156|2016-06-20|15:07:00|2|3
restaurant|N157|2016-06-27|22:21:00|5|8
N158|N158|2016-06-25|06:36:00|4|3
restaurant|N159|2016-06-19|21:37:00|4|1
restaurant|S140|2016-06-05|21:42:00|5|8
restaurant|S141|2016-05-31|16:13:00|1|3
S142|S142|2016-06-03|02:59:00|1|12
restaurant|L23|2016-06-13|14:49:00|5|15
restaurant|L41|2016-05-06|10:10:00|1|14
restaurant|L41|2016-05-06|02:05:00|1|7
S133|S133|2016-06-06|16:49:00|5|3
restaurant|S126|2016-04-18|12:14:00|2|0
L46|L46|2016-04-15|09:10:00|5|12
L46|L46|2016-04-15|14:19:00|3|9
L46|L46|2016-04-15|03:49:00|3|7
restaurant|L46|2016-04-16|05:38:00|1|1
L46|L46|2016-04-17|08:32:00|3|8
restaurant|L60|2016-04-05|14:07:00|5|7
L60|L60|2016-04-05|22:19:00|4|2
L60|L60|2016-04-09|20:22:00|5|7
restaurant|L60|2016-04-09|21:42:00|1|1
L35|L35|2016-06-09|15:03:00|3|4
L35|L35|2016-06-08|02:16:00|4|4
L40|L40|2016-06-05|02:39:00|5|9
restaurant|L40|2016-06-05|07:07:00|3|9
restaurant|L40|2016-06-07|02:47:00|5|4
restaurant|L73|2016-06-15|17:38:00|2|3
restaurant|L72|2016-06-01|20:41:00|5|7
L73|L73|2016-06-02|21:20:00|5|6
restaurant|S160|2016-04-23|16:01:00|3|3
S161|S161|2016-04-23|22:01:00|3|5
S163|S163|2016-04-21|23:07:00|4|13
S164|S164|2016-04-22|22:21:00|2|13
L62|L62|2016-04-12|08:43:00|3|15
restaurant|L62|2016-04-13|19:31:00|4|0
restaurant|L62|2016-04-12|17:38:00|2|6
L63|L63|2016-04-10|10:52:00|4|2
L63|L63|2016-04-13|12:51:00|1|10
restaurant|L63|2016-04-10|09:24:00|5|5
restaurant|X25|2016-06-28|18:32:00|2|3
restaurant|S167|2016-05-14|23:56:00|1|13
D55|D55|2016-04-26|12:28:00|3|11
L52|L52|2016-04-02|04:00:00|4|4
L52|L52|2016-04-01|01:25:00|4|3
restaurant|L44|2016-05-04|03:22:00|2|5
L44|L44|2016-05-03|05:09:00|5|10
restaurant|L44|2016-05-05|12:54:00|1|7
S150|S150|2016-04-28|10:36:00|3|9
S150|S150|2016-04-25|19:44:00|2|10
S151|S151|2016-04-30|12:58:00|3|11
restaurant|S151|2016-04-26|02:33:00|3|11
S165|S165|2016-04-21|12:33:00|3|0
S166|S166|2016-04-13|06:01:00|5|14
restaurant|S166|2016-04-21|01:11:00|1|11
restaurant|S167|2016-04-17|16:41:00|5|7
restaurant|S168|2016-04-20|19:06:00|3|5
restaurant|S144|2016-05-30|20:22:00|3|8
restaurant|S145|2016-05-30|14:07:00|4|14
S146|S146|2016-05-30|16:20:00|3|14
L74|L74|2016-06-18|06:32:00|1|14
restaurant|L74|2016-06-16|09:23:00|1|3
S152|S152|2016-04-28|05:57:00|3|8
restaurant|L6|2016-05-24|13:27:00|4|0
S161|S161|2016-05-07|13:10:00|3|8
S161|S161|2016-05-06|21:31:00|5|12
S161|S161|2016-05-05|23:57:00|5|6
S162|S162|2016-05-08|23:40:00|3|9
S162|S162|2016-05-05|00:21:00|2|5
restaurant|S163|2016-05-02|04:18:00|4|5
restaurant|S163|2016-05-09|18:39:00|2|13
S163|S163|2016-05-10|05:55:00|1|6
restaurant|S164|2016-06-18|14:40:00|1|8
restaurant|L31|2016-04-16|04:11:00|3|13
L32|L32|2016-04-17|13:53:00|2|15
L43|L43|2016-04-23|07:21:00|2|15
restaurant|S158|2016-06-06|04:52:00|2|7
restaurant|S158|2016-06-04|21:26:00|2|0
restaurant|S159|2016-06-03|01:53:00|5|7
restaurant|S159|2016-06-05|22:00:00|3|7
restaurant|X83|2016-07-01|13:47:00|2|15
S104|S104|2016-07-01|16:10:00|1|6
restaurant|S104|2016-06-28|00:45:00|5|1
S105|S105|2016-06-28|02:38:00|4|12
restaurant|S105|2016-07-02|22:00:00|2|1
restaurant|D57|2016-05-02|08:19:00|3|9
restaurant|L62|2016-05-24|04:00:00|3|0
L62|L62|2016-05-23|10:28:00|2|9
restaurant|L62|2016-05-19|21:27:00|4|14
restaurant|L62|2016-05-17|04:45:00|2|1
restaurant|L62|2016-05-19|11:06:00|5|8
L62|L62|2016-05-17|20:59:00|5|14
L64|L64|2016-04-29|02:41:00|3|14
restaurant|L2|2016-04-01|05:28:00|1|5
X71|X71|2016-05-19|08:13:00|5|11
restaurant|X72|2016-05-21|19:35:00|2|10
restaurant|X73|2016-05-20|03:35:00|4|1
restaurant|S165|2016-04-15|18:24:00|4|11
restaurant|S166|2016-04-13|16:37:00|3|6
restaurant|S166|2016-04-12|15:55:00|4|4
restaurant|S167|2016-04-09|19:50:00|5|10
restaurant|S167|2016-04-15|23:49:00|1|13
S148|S148|2016-05-28|07:28:00|1|13
restaurant|S148|2016-05-28|16:36:00|1|9
S149|S149|2016-05-31|09:47:00|5|15
restaurant|S152|2016-05-27|05:13:00|4|1
restaurant|D72|2016-05-21|12:22:00|1|4
L64|L64|2016-04-13|11:58:00|5|2
restaurant|L65|2016-04-13|05:39:00|3|12
L65|L65|2016-04-12|16:37:00|1|7
S167|S167|2016-06-14|13:36:00|4|10
X66|X66|2016-04-15|19:54:00|3|2
restaurant|S173|2016-04-18|19:04:00|5|12
S174|S174|2016-04-19|01:44:00|3|10
restaurant|S93|2016-05-09|15:14:00|1|5
restaurant|S105|2016-05-09|14:55:00|5|7
